# keyframe format v1
fps 0

31708 I -1
31759 I -1
31804 I -1
31960 I -1
32199 I -1
32341 I -1
32425 I -1
32452 I -1
32518 I -1
32584 I -1
32623 I -1
32665 I -1
32815 I -1
32968 I -1
33103 I -1
33207 I -1
33683 I -1
33755 I -1
33911 I -1
34067 I -1
34220 I -1
34280 I -1
34496 I -1
34568 I -1
34718 I -1
34856 I -1
34952 I -1
35102 I -1
35342 I -1
35474 I -1
35600 I -1
35672 I -1
35810 I -1
35933 I -1
36047 I -1
36275 I -1
36335 I -1
36443 I -1
36482 I -1
36490 I -1
36496 I -1
36505 I -1
36515 I -1
36520 I -1
37792 I -1
38281 I -1
38293 I -1
38322 I -1
38412 I -1
38601 I -1
